,Product_Name,Brand,Capacity,Original_Price,Discount_Price,Discount_Percentage,specification,Rating,totalNumberofRatingGivens
950,Little Kitchen Bottle 500 ml Water Bottle,Little,500 ml,₹999,₹449,55% off,"Set of 1, White",NaN,NaN
951,dubblin Rock N Roll Dubblin Duro Stainless Steel Design...,dubblin,NaN,₹629,₹579,7% off,"Set of 1, Multicolor, Silver, Blue, Pink, Light Green",NaN,NaN
952,Tee Mafia 16 600 ml Water Bottle,Tee,600 ml,₹799,₹349,56% off,"Set of 1, White",NaN,NaN
953,SPEEDEX Single Walled Stainless Steel Fridge Water Bott...,SPEEDEX,NaN,₹449,₹399,11% off,"Pack of 1, Blue, Steel",4.1,(434)
954,WILLA NEW BS.WATER BOTTEL 600 ml Water Bottle,WILLA,600 ml,₹799,₹347,56% off,"Set of 1, Blue",NaN,NaN
955,ADIDAS Performance Training 750 ml Sipper,ADIDAS,750 ml,₹599,₹569,5% off,"Pack of 1, Blue, White, Plastic",NaN,NaN
956,SPEEDEX Easy Grip Single Walled Stainless Steel Water B...,SPEEDEX,NaN,₹525,₹409,22% off,"Pack of 1, Silver, Steel",4.1,(190)
957,Iris Glass Mtutu Eco-Friendly & BPA Free 650 ml Sipper,Iris,650 ml,"₹6,000","₹3,134",47% off,"Pack of 6, Multicolor, Plastic",NaN,NaN
958,Fiama Peach & Avocado Shower Gel,Fiama,NaN,₹199,₹159,20% off,250 ml,4.4,"(4,935)"
959,Milton Thermosteel duo dlx 1000 1000 ml Bottle,Milton,1000 ml,"₹1,200",₹999,16% off,"Pack of 1, Steel/Chrome, Steel",4.5,"(4,182)"
